title,uuid,tags,links,last_mod_dt,word_count
Reflection And Introspection,['202009071940'],"['#writing', '#skill']","['[[202009071940]]', '[[201901211555]]', '[[202002211131]]', '[[201904300959]]', '[[201904190806]]', '[[202008061944]]', '[[202009071949]]', '[[202009071933]]', '[[202009071926]]', '[[202009071919]]']",Fri Nov 19 20:46:04 2021,204
Tangential details make a story alive,['202009061700'],"['#edit', '#writing']","['[[202009061700]]', '[[202007201819]]', '[[202004021433]]', '[[202008171637]]', '[[202301092043]]']",Tue Jan 17 16:05:50 2023,213
S-Abundance Of Essayists,['202001211808'],"['#writing', '#sub-hub', '#list']","['[[202001211808]]', '[[202102262224]]', '[[202108311553]]', '[[201904150937]]', '[[201904301004]]', '[[202101300601]]', '[[201812291932]]', '[[202004201151]]', '[[202104190542]]', '[[202102230600]]', '[[202102281740]]', '[[202104082112]]', '[[202104101054]]', '[[201904241405]]', '[[201904241351]]', '[[201905031927]]', '[[201901021139]]', '[[202301261044]]', '[[202001092002]]', '[[201901282030]]', '[[202111242019]]', '[[202212131634]]', '[[201812231926]]', '[[202006052000]]', '[[202005191543]]', '[[202101232137]]', '[[202101281953]]', '[[202111111441]]', '[[202110171649]]', '[[202110281738]]', '[[202112231507]]', '[[202202071130]]', '[[202202071206]]', '[[202301092043]]', '[[202301301930]]', '[[202302281758]]', '[[202001161029]]', '[[202001211808]]', '[[202006091319]]', '[[202006100932]]']",Tue Feb 28 18:06:38 2023,414
Conceptual movement,['201905061147'],['#zen'],"['[[202104070754]]', '[[201905061147]]', '[[201905061137]]', '[[201904271203]]', '[[201904090744]]']",Wed Apr 07 08:06:19 2021,124
Writing Turns Your Mind Inside Out,['202009270843'],"['#writing', '#skill', '#philosophy']","['[[202009270843]]', '[[202005060856]]', '[[202008222109]]', '[[202003210807]]', '[[202011152024]]', '[[201910190533]]', '[[202003291526]]']",Mon Mar 22 05:31:20 2021,233
Simplicity As Rhythm,['201911281112'],"['#writing', '#editing-tool']","['[[202202100908]]', '[[201911281108]]', '[[201911281112]]']",Mon Jan 02 08:41:18 2023,148
Word Usage Count,['202004161602'],"['#coding', '#cli']","['[[202004170905]]', '[[202210072027]]', '[[202004161602]]']",Thu Nov 24 07:49:19 2022,139
B-How To Write Short,['202012261545'],"['#writing', '#flash', '#humor', '#book']","['[[202012261545]]', '[[202302040606]]', '[[202105130804]]', '[[202204191737]]', '[[202012281423]]', '[[202012281430]]', '[[202012281438]]', '[[202012281440]]', '[[202012281442]]', '[[202101021802]]', '[[202105131643]]', '[[202103290549]]', '[[202101021754]]', '[[202012262047]]', '[[202012271136]]', '[[202101221930]]']",Thu Feb 16 20:39:48 2023,308
Computer Science as an Art,['202208161956'],"['#coding', '#literate-programming', '#definition']","['[[202208161956]]', '[[202208161956]]', '[[202206140938]]']",Thu Feb 16 09:48:40 2023,526
Narrative as creativity training,['202204010746'],"['#writing', '#science', '#storytelling', '#definition', '#definition']","['[[202204010746]]', '[[202005242018]]', '[[202204261402]]', '[[202109291612]]', '[[202102050746]]', '[[201907131229]]', '[[202105170810]]', '[[202105131455]]', '[[202208051616]]', '[[202203181940]]', '[[202205021915]]', '[[202203181925]]', '[[202301170646]]', '[[202212292053]]']",Tue Jan 17 06:46:11 2023,759
B-Environmental And Nature Writing,['202008061944'],"['#writing', '#environmental', '#book', '#ENGL316', '#beautiful-language']","['[[202008061944]]', '[[202005210851]]', '[[202008061946]]', '[[202008281749]]', '[[202008281755]]', '[[202008292028]]', '[[202008062014]]', '[[202008062028]]', '[[202008292018]]', '[[202008292036]]', '[[202008062005]]', '[[202008292055]]', '[[202008292059]]', '[[202008302007]]', '[[202008302021]]', '[[202009122057]]', '[[202009191555]]', '[[202009191602]]', '[[202009191612]]', '[[202008311644]]', '[[202008312038]]', '[[202008312042]]', '[[202011042037]]', '[[202209111006]]', '[[202009042059]]', '[[202204240715]]', '[[202109062054]]', '[[202009042115]]', '[[202009042122]]', '[[202009050716]]', '[[202009061700]]', '[[202009061624]]', '[[202009061706]]', '[[202009061802]]', '[[202210250805]]', '[[202009071919]]', '[[202009071926]]', '[[202009071933]]', '[[202009071940]]', '[[202009071949]]', '[[202009090725]]', '[[202009090733]]', '[[202009090743]]', '[[201901180826]]', '[[202207221635]]', '[[202009111947]]', '[[202009111953]]', '[[202009122025]]', '[[201912111928]]']",Sun Jan 22 07:39:37 2023,1083
The Dude Abides Online Zettelkasten,['202211071545'],"['#digital-garden', '#web-zettelkasten']","['[[202211071545]]', '[[202211061941]]']",Tue Nov 08 20:29:16 2022,214
S-Live an Interstitial Life,['202103131638'],"['#thinking-skills', '#dzogchen', '#sub-hub', '#stoicism']","['[[202103131638]]', '[[202203131134]]', '[[202006042018]]', '[[201903301312]]', '[[202108062026]]', '[[202108210635]]', '[[202212180918]]', '[[202212180923]]', '[[202208200754]]', '[[202105121536]]', '[[201903081523]]', '[[201902120605]]', '[[202301011508]]', '[[202012150924]]', '[[202011180523]]', '[[202103111235]]', '[[202209300811]]', '[[202210091659]]', '[[202105201737]]', '[[202207302048]]']",Sun Jan 22 07:36:15 2023,354
The 100-Hour Asset,['202207031547'],"['#skill', '#reading-strategies', '#meta-reading']","['[[202207031547]]', '[[202203181943]]', '[[202109200659]]', '[[202207030716]]', '[[202207211151]]']",Thu Jul 21 20:42:46 2022,244
February is the cruelest month,['201903201303'],['#quote'],"['[[201903201303]]', '[[201903201301]]']",Sun May 03 15:30:30 2020,56
B-Not Caring What Other People Think is a Super Power,['202207261931'],"['#philosophy', '#dzogchen']","['[[202207261931]]', '[[201901021303]]', '[[202002120928]]', '[[201903081523]]', '[[202209300811]]', '[[202203152107]]', '[[202203181943]]', '[[201902141904]]', '[[201910151039]]', '[[202207311543]]', '[[201904070610]]', '[[202104150737]]', '[[202202012056]]', '[[201903120542]]', '[[202302221525]]', '[[202008131123]]', '[[202208061336]]', '[[202008150643]]', '[[201901301829]]', '[[202007261534]]', '[[202106080825]]', '[[201901031447]]', '[[202011190711]]', '[[201901010850]]', '[[201911121807]]']",Wed Feb 22 16:17:04 2023,826
Constructal Law,['201812111408'],[],"['[[201812111408]]', '[[201811281633]]', '[[201812251525]]', '[[201902121004]]']",Sun Dec 12 21:35:51 2021,134
"C-ENGL501 January 30, 2023",['202301240931'],"['#class-notes', '#food', '#cooking', '#writing', '#ENGL501']","['[[202301240931]]', '[[202211171832]]', '[[202212130948]]', '[[202301261044]]', '[[202212131520]]', '[[202301121434]]', '[[202301241904]]', '[[202301241914]]', '[[202301301945]]', '[[202110010822]]', '[[202005242018]]', '[[202211270741]]']",Tue Jan 31 09:15:29 2023,500
Convert System Time to Human Readable,['202207301459'],"['#python', '#code-snippet']","['[[202207301459]]', '[[202208021218]]']",Mon Nov 21 05:59:00 2022,32
A-Time To Exhale,['202011220805'],"['#writing', '#environmental', '#beautiful-language', '#article', '#quote']","['[[202011220805]]', '[[201911201047]]', '[[202004191800]]', '[[201905090453]]', '[[201903010555]]', '[[202007202019]]', '[[202012281423]]', '[[202006091319]]', '[[202207021957]]', '[[201907160744]]', '[[202004190705]]', '[[202011221748]]', '[[202206271951]]']",Mon Jul 25 17:24:37 2022,756
Stone Age Emotions,['202007202034'],"['#quote', '#beautiful-language']","['[[202007202034]]', '[[202012192024]]', '[[202009210851]]']",Wed Jul 20 09:06:39 2022,84
Cultivated opportunism,['201903041618'],['#thinking-skills'],"['[[201903041618]]', '[[201903011645]]']",Mon Aug 17 17:15:27 2020,47
BO-Benefit others without the hope of thanks,['201904270500'],['#slogans'],"['[[201903060456]]', '[[201903270458]]', '[[201904070610]]', '[[201903230512]]', '[[201904270500]]']",Tue Jul 28 07:30:08 2020,251
Problem-Solving - Expertise Development Questions,['202210101747'],"['#craftsmanship', '#expert']","['[[202210101747]]', '[[202210151806]]', '[[202210271458]]', '[[202210121708]]', '[[202007020825]]', '[[202210271458]]', '[[201905140817]]', '[[202210101723]]']",Sat Nov 12 20:15:18 2022,798
Defaults,['202001141941'],[],"['[[202001141941]]', '[[202001141918]]', '[[202001090804]]']",Sun May 03 15:30:23 2020,137
The horn effect,['201905140823'],['#thinking-skills'],"['[[201905140823]]', '[[201905140822]]']",Sun Dec 18 09:27:42 2022,53
Introspective Meditation,['201904121238'],['#zen'],"['[[201904121238]]', '[[201904121241]]']",Sat Oct 29 08:37:50 2022,75
Deep Thinking,['202206091141'],['#mule'],"['[[202206091141]]', '[[202206100717]]', '[[202206100711]]', '[[202206100705]]', '[[202206091217]]', '[[202206091217]]', '[[202007020735]]']",Sat Feb 25 10:23:06 2023,309
Lack-projects,['202007220738'],"['#thinking-skills', '#mental-models.']","['[[202007220738]]', '[[201905311111]]', '[[201812311655]]', '[[202007201803]]']",Fri Jul 22 07:50:08 2022,184
Literature Notes,['202005040813'],['#zettelkasting'],"['[[202005040813]]', '[[202004202103]]', '[[202005020537]]', '[[202212082124]]', '[[202005060856]]', '[[202003211435]]', '[[202204251523]]', '[[201901261654]]', '[[202203171941]]']",Fri Dec 09 14:48:05 2022,144
Devotions Of Curiosity And Respect,['202006231700'],['#writing'],"['[[202006231700]]', '[[202106140531]]', '[[202006230814]]', '[[201903100511]]', '[[201903050446]]']",Tue Jun 15 07:42:18 2021,177
Python one-liners,['202201180828'],"['#coding', '#python']","['[[202201180828]]', '[[202208010846]]', '[[202208021230]]', '[[202208021233]]', '[[202208010848]]', '[[202201301139]]']",Wed Feb 15 09:07:29 2023,187
The Restorative Nature of Windows,['202204091756'],"['#architecture', '#cognition', '#article']","['[[202204091756]]', '[[202001111755]]', '[[202010270822]]', '[[202203181637]]', '[[202204091738]]', '[[202204091530]]']",Sun Oct 09 09:28:05 2022,390
Word Combinations,['202104130844'],"['#beautiful-language', '#writing', '#list', '#beautiful-language']","['[[202104130844]]', '[[202006160738]]', '[[202207211147]]', '[[202104132233]]', '[[202104212136]]', '[[202103222006]]']",Thu Jul 21 20:59:39 2022,262
Knowledge lifecycle,['201901231908'],['#zettelkasting'],"['[[201901231908]]', '[[201901231854]]', '[[201901231951]]']",Fri Oct 01 05:47:38 2021,54
Learning Goals Checklist,['202110180625'],"['#checklist', '#zettelkasting']","['[[202110180625]]', '[[202104150737]]', '[[202109291612]]', '[[202108010820]]', '[[202102010835]]', '[[201811121628]]', '[[202203290856]]', '[[202203301824]]', '[[202006071522]]', '[[202012071538]]']",Thu Mar 23 14:26:07 2023,313
Be Aware - Tell Small Stories,['202012240915'],"['#writing', '#flash']","['[[202012240915]]', '[[202012231619]]', '[[202012201644]]', '[[202012240915]]', '[[201902141904]]', '[[201901120742]]', '[[201911261440]]']",Wed Jan 19 07:56:58 2022,279
Gandhi And Stalin are not imperfect in the same way,['201912041725'],['#thinking-skills'],"['[[201912041709]]', '[[201912041713]]', '[[202106120843]]', '[[201912041725]]']",Sun Dec 18 08:16:34 2022,358
Procrastinating Quitting,['202209300811'],['#procrastination'],"['[[202209300811]]', '[[202202121652]]', '[[202103141638]]', '[[202210091659]]', '[[202210011643]]', '[[202207261931]]']",Sun Oct 09 17:17:51 2022,160
Hidden practice and scrupulous application,['201904081943'],"['#zen,', '#sauntering']","['[[202010270732]]', '[[201904081943]]']",Sat Oct 29 08:21:58 2022,93
Attention is life & Life is attention,['202206210725'],"['#attention', '#philosophy', '#questions', '#questions']","['[[202206210725]]', '[[202206220823]]', '[[202206211757]]', '[[202201061655]]', '[[202205211741]]', '[[202206211757]]', '[[202105100555]]', '[[202206221608]]', '[[202104302108]]']",Wed Dec 21 08:19:09 2022,598
Deep Thinking,['202201271111'],['#mule'],"['[[202201271111]]', '[[202209241053]]', '[[202201100857]]']",Fri Jan 27 08:48:26 2023,542
Living your scholarship,['201901181109'],['#thinking-skills'],"['[[201901181109]]', '[[201901151724]]', '[[201812161318]]', '[[201812071155]]', '[[202301171916]]']",Wed Jan 18 06:12:26 2023,152
Prolonged thinking leads to profound thinking,['201902010835'],"['#quote', '#thinking-skills']","['[[201902010835]]', '[[202105221453]]', '[[202202121652]]', '[[202103141638]]', '[[202012051631]]']",Sun May 22 08:08:48 2022,162
"B-First We Read, Then We Write",['202105121536'],"['#book', '#writing', '#reading-strategies', '#dzogchen.']","['[[202105121536]]', '[[202011071727]]', '[[202012312114]]', '[[202106241739]]', '[[202105201724]]', '[[202105201731]]', '[[202105201737]]', '[[202105201742]]', '[[202105201745]]']",Thu May 12 08:42:01 2022,406
Role specialization can breed dependence,['202212250605'],"['#food', '#medical', '#environmental']","['[[202212250605]]', '[[202212181720]]', '[[202212181720]]']",Tue Dec 27 16:28:49 2022,220
Activist Rules To Live By,['202104111512'],"['#ENGL473', '#environmental']","['[[202104111512]]', '[[201812231929]]', '[[202009212020]]', '[[201903081523]]', '[[201904241146]]', '[[202107181309]]', '[[202206211757]]', '[[202009071351]]', '[[202009021739]]']",Fri Feb 03 09:09:29 2023,180
Changing UID's,"['201905231402', '202004130723']","['#Comment_5276', '#coding', '#regex']","['[[202004131203]]', '[[201905231402]]', '[[201905231402]]', '[[202004130723]]']",Thu Jul 28 14:48:26 2022,169
Ternary Expression,['202202271313'],"['#coding', '#python']","['[[202202271313]]', '[[202204121110]]', '[[202201180828]]', '[[202202031754]]']",Tue Jan 10 08:11:41 2023,185
On Anticipating Adventure Travel,['202207080744'],"['#life-of-mind', '#travel', '#ENGL463', '#philosophy']","['[[202207080744]]', '[[202207080752]]', '[[202006110832]]', '[[202207160757]]', '[[202207091440]]']",Fri Jul 29 07:37:36 2022,522
True perception,['201907041553'],[],"['[[202010270807]]', '[[201907041553]]']",Mon Nov 23 09:42:58 2020,119
A-The Value of Grey Thinking,['202208091658'],"['#article', '#quantitative-thinking']","['[[202208091658]]', '[[202108062046]]']",Tue Aug 16 07:58:32 2022,284
Find Python Executable Path,['202201292056'],"['#coding', '#python']","['[[202201292056]]', '[[202207301530]]']",Sun Mar 05 08:25:34 2023,100
A-Not enough nothing,['201906070711'],['#article'],"['[[201906070711]]', '[[202011281647]]', '[[202007091433]]', '[[202105090550]]', '[[202212131452]]']",Wed Dec 14 20:18:41 2022,141
Magical display of mind,['201902171938'],['#dzogchen'],"['[[201902171938]]', '[[201901301240]]', '[[202010270808]]']",Thu Feb 17 07:40:21 2022,115
A-Food Mysteries,['202301312105'],"['#article', '#ENGL501', '#food', '#beautiful-language']","['[[202301312105]]', '[[202105250949]]', '[[202301081245]]']",Mon Feb 13 19:21:25 2023,957
Social Engagement,['202003311652'],['#sauntering-essay'],"['[[202003312041]]', '[[202003311814]]', '[[202004030813]]', '[[202004010848]]', '[[202004030846]]', '[[202004071445]]', '[[202004021530]]', '[[202003312011]]', '[[202003291526]]', '[[201911261440]]', '[[201911232037]]', '[[201911220842]]', '[[202003311652]]', '[[202001161029]]']",Thu Mar 31 07:22:27 2022,168
Norman McLean,['202002141313'],[],"['[[202002141244]]', '[[202002141313]]']",Sat Jan 21 13:22:57 2023,180
"What Fathers Say, What Daughters Hear",['202105172040'],"['#flash', '#writing', '#humor', '#writing-spark']","['[[202105172040]]', '[[202105131635]]']",Fri Dec 23 05:57:31 2022,87
Essential simplicity,['201912181135'],['#haiku'],"['[[202008101518]]', '[[201902250830]]', '[[201912181135]]']",Sun Oct 30 08:05:53 2022,84
Python List Methods,['202302011933'],"['#coding', '#python']","['[[202302011933]]', '[[202302020533]]', '[[202208021228]]', '[[202302011959]]', '[[202302011947]]']",Thu Feb 02 05:41:42 2023,486
"C-February 13, 2020",['202002132037'],"['#ENGL393', '#writing', '#classnotes']","['[[202012122047]]', '[[202204060753]]', '[[202012281423]]', '[[202002132037]]']",Fri Apr 08 07:59:02 2022,223
A Glass Of Port,['202002071102'],[],['[[202002071102]]'],Mon Feb 07 07:56:14 2022,58
Appearances are ultimately empty,['202010270808'],['#dzogchen'],"['[[202010270808]]', '[[202011250902]]', '[[201903190550]]', '[[201902171938]]', '[[202011101421]]', '[[202011071727]]', '[[202010261930]]', '[[201901301240]]']",Wed Jul 13 08:51:03 2022,185
Working on important problems,['202107110609'],['#note-taking'],"['[[202107110609]]', '[[202106271402]]', '[[202103111235]]']",Tue Jul 13 17:53:28 2021,163
Definition of Structure Notes,['202004202103'],"['#video', '#zettelkasting']","['[[202205301757]]', '[[202206012116]]', '[[202205301757]]', '[[202008250546]]', '[[202004202103]]', '[[202005020523]]']",Wed Jan 11 08:22:29 2023,205
Precompile Regex,['202302280836'],"['#python', '#regex']","['[[202302280836]]', '[[202110091918]]', '[[202108181100]]']",Wed Mar 01 09:23:42 2023,137
Are Best Sellers Better,['202006082020'],[],"['[[202006082020]]', '[[202006052000]]']",Tue Jun 08 05:54:17 2021,131
BO-Don’t make gods into demons,['201904050528'],"['#slogans,', '#dzogchen']","['[[201904010459]]', '[[201903290503]]', '[[201904040538]]', '[[201904240458]]', '[[202101221227]]', '[[201904050528]]']",Tue Dec 20 08:48:22 2022,280
Ode To Walking-sauntering,['202005111721'],"['#sauntering-essay', '#ENGL393', '#writing', '#sauntering']","['[[202104230922]]', '[[201902250908]]', '[[202005111721]]']",Thu Dec 29 07:13:47 2022,118
Three Writing POVs,['202009061802'],['#writing'],"['[[202009061802]]', '[[202008302007]]', '[[201911251103]]', '[[202009140752]]', '[[202009191555]]', '[[202301011543]]', '[[202008302021]]', '[[202008302007]]', '[[202009071933]]']",Tue Jan 03 08:45:23 2023,357
"When Paying Attention, How Can Distraction Exist?",['202104180548'],"['#dzogchen', '#mindfulness']","['[[202104180548]]', '[[202104230808]]', '[[202107251102]]']",Mon Nov 28 08:44:20 2022,139
Multiple if-else conditions,['202203031323'],"['#coding', '#python']","['[[202203031323]]', '[[202201301159]]']",Sun Jan 15 09:48:55 2023,69
Note Taking Battles Dreaminess,['202106291412'],['#note-taking'],"['[[202106291412]]', '[[202106281518]]', '[[202006071524]]']",Tue Jun 29 20:20:26 2021,83
